field_id,rap_variable_name
p27733_i3,Volume of G-temp-sup-Plan-polar (right hemisphere) | Instance 3
p27734_i2,Volume of G-temp-sup-Plan-tempo (right hemisphere) | Instance 2
p27734_i3,Volume of G-temp-sup-Plan-tempo (right hemisphere) | Instance 3
p27735_i2,Volume of G-temporal-inf (right hemisphere) | Instance 2
p27735_i3,Volume of G-temporal-inf (right hemisphere) | Instance 3
p27736_i2,Volume of G-temporal-middle (right hemisphere) | Instance 2
p27736_i3,Volume of G-temporal-middle (right hemisphere) | Instance 3
p27737_i2,Volume of Lat-Fis-ant-Horizont (right hemisphere) | Instance 2
p27737_i3,Volume of Lat-Fis-ant-Horizont (right hemisphere) | Instance 3
p27738_i2,Volume of Lat-Fis-ant-Vertical (right hemisphere) | Instance 2
p27738_i3,Volume of Lat-Fis-ant-Vertical (right hemisphere) | Instance 3
p27739_i2,Volume of Lat-Fis-post (right hemisphere) | Instance 2
p27739_i3,Volume of Lat-Fis-post (right hemisphere) | Instance 3
p27740_i2,Volume of Pole-occipital (right hemisphere) | Instance 2
p27740_i3,Volume of Pole-occipital (right hemisphere) | Instance 3
p27741_i2,Volume of Pole-temporal (right hemisphere) | Instance 2
p27741_i3,Volume of Pole-temporal (right hemisphere) | Instance 3
p27742_i2,Volume of S-calcarine (right hemisphere) | Instance 2
p27742_i3,Volume of S-calcarine (right hemisphere) | Instance 3
p27743_i2,Volume of S-central (right hemisphere) | Instance 2
p27743_i3,Volume of S-central (right hemisphere) | Instance 3
p27744_i2,Volume of S-cingul-Marginalis (right hemisphere) | Instance 2
p27744_i3,Volume of S-cingul-Marginalis (right hemisphere) | Instance 3
p27745_i2,Volume of S-circular-insula-ant (right hemisphere) | Instance 2
p27745_i3,Volume of S-circular-insula-ant (right hemisphere) | Instance 3
p27746_i2,Volume of S-circular-insula-inf (right hemisphere) | Instance 2
p27746_i3,Volume of S-circular-insula-inf (right hemisphere) | Instance 3
p27747_i2,Volume of S-circular-insula-sup (right hemisphere) | Instance 2
p27747_i3,Volume of S-circular-insula-sup (right hemisphere) | Instance 3
p27748_i2,Volume of S-collat-transv-ant (right hemisphere) | Instance 2
p27748_i3,Volume of S-collat-transv-ant (right hemisphere) | Instance 3
p27749_i2,Volume of S-collat-transv-post (right hemisphere) | Instance 2
p27749_i3,Volume of S-collat-transv-post (right hemisphere) | Instance 3
p27750_i2,Volume of S-front-inf (right hemisphere) | Instance 2
p27750_i3,Volume of S-front-inf (right hemisphere) | Instance 3
p27751_i2,Volume of S-front-middle (right hemisphere) | Instance 2
p27751_i3,Volume of S-front-middle (right hemisphere) | Instance 3
p27752_i2,Volume of S-front-sup (right hemisphere) | Instance 2
p27752_i3,Volume of S-front-sup (right hemisphere) | Instance 3
p27753_i2,Volume of S-interm-prim-Jensen (right hemisphere) | Instance 2
p27753_i3,Volume of S-interm-prim-Jensen (right hemisphere) | Instance 3
p27754_i2,Volume of S-intrapariet+P-trans (right hemisphere) | Instance 2
p27754_i3,Volume of S-intrapariet+P-trans (right hemisphere) | Instance 3
p27755_i2,Volume of S-oc-middle+Lunatus (right hemisphere) | Instance 2
p27755_i3,Volume of S-oc-middle+Lunatus (right hemisphere) | Instance 3
p27756_i2,Volume of S-oc-sup+transversal (right hemisphere) | Instance 2
p27756_i3,Volume of S-oc-sup+transversal (right hemisphere) | Instance 3
p27757_i2,Volume of S-occipital-ant (right hemisphere) | Instance 2
p27757_i3,Volume of S-occipital-ant (right hemisphere) | Instance 3
p27758_i2,Volume of S-oc-temp-lat (right hemisphere) | Instance 2
p27758_i3,Volume of S-oc-temp-lat (right hemisphere) | Instance 3
p27759_i2,Volume of S-oc-temp-med+Lingual (right hemisphere) | Instance 2
p27759_i3,Volume of S-oc-temp-med+Lingual (right hemisphere) | Instance 3
p27760_i2,Volume of S-orbital-lateral (right hemisphere) | Instance 2
p27760_i3,Volume of S-orbital-lateral (right hemisphere) | Instance 3
p27761_i2,Volume of S-orbital-med-olfact (right hemisphere) | Instance 2
p27761_i3,Volume of S-orbital-med-olfact (right hemisphere) | Instance 3
p27762_i2,Volume of S-orbital-H-Shaped (right hemisphere) | Instance 2
p27762_i3,Volume of S-orbital-H-Shaped (right hemisphere) | Instance 3
p27763_i2,Volume of S-parieto-occipital (right hemisphere) | Instance 2
p27763_i3,Volume of S-parieto-occipital (right hemisphere) | Instance 3
p27764_i2,Volume of S-pericallosal (right hemisphere) | Instance 2
p27764_i3,Volume of S-pericallosal (right hemisphere) | Instance 3
p27765_i2,Volume of S-postcentral (right hemisphere) | Instance 2
p27765_i3,Volume of S-postcentral (right hemisphere) | Instance 3
p27766_i2,Volume of S-precentral-inf-part (right hemisphere) | Instance 2
p27766_i3,Volume of S-precentral-inf-part (right hemisphere) | Instance 3
p27767_i2,Volume of S-precentral-sup-part (right hemisphere) | Instance 2
p27767_i3,Volume of S-precentral-sup-part (right hemisphere) | Instance 3
p27768_i2,Volume of S-suborbital (right hemisphere) | Instance 2
p27768_i3,Volume of S-suborbital (right hemisphere) | Instance 3
p27769_i2,Volume of S-subparietal (right hemisphere) | Instance 2
p27769_i3,Volume of S-subparietal (right hemisphere) | Instance 3
p27770_i2,Volume of S-temporal-inf (right hemisphere) | Instance 2
p27770_i3,Volume of S-temporal-inf (right hemisphere) | Instance 3
p27771_i2,Volume of S-temporal-sup (right hemisphere) | Instance 2
p27771_i3,Volume of S-temporal-sup (right hemisphere) | Instance 3
p27772_i2,Volume of S-temporal-transverse (right hemisphere) | Instance 2
p27772_i3,Volume of S-temporal-transverse (right hemisphere) | Instance 3
p27800_i0,Overall macular thickness (left) | Instance 0
p27800_i1,Overall macular thickness (left) | Instance 1
p27801_i0,Overall macular thickness (right) | Instance 0
p27801_i1,Overall macular thickness (right) | Instance 1
p27802_i0,Macular thickness at the central subfield (left) | Instance 0
p27803_i0,Macular thickness at the central subfield (right) | Instance 0
p27804_i0,Macular thickness at the inner inferior subfield (left) | Instance 0
p27805_i0,Macular thickness at the inner inferior subfield (right) | Instance 0
p27806_i0,Macular thickness at the inner nasal subfield (left) | Instance 0
p27807_i0,Macular thickness at the inner nasal subfield (right) | Instance 0
p27808_i0,Macular thickness at the inner superior subfield (left) | Instance 0
p27809_i0,Macular thickness at the inner superior subfield (right) | Instance 0
p27810_i0,Macular thickness at the inner temporal subfield (left) | Instance 0
p27811_i0,Macular thickness at the inner temporal subfield (right) | Instance 0
p27812_i0,Macular thickness at the outer inferior subfield (left) | Instance 0
p27813_i0,Macular thickness at the outer inferior subfield (right) | Instance 0
p27814_i0,Macular thickness at the outer nasal subfield (left) | Instance 0
p27815_i0,Macular thickness at the outer nasal subfield (right) | Instance 0
p27816_i0,Macular thickness at the outer superior subfield (left) | Instance 0
p27817_i0,Macular thickness at the outer superior subfield (right) | Instance 0
p27818_i0,Macular thickness at the outer temporal subfield (left) | Instance 0
p27819_i0,Macular thickness at the outer temporal subfield (right) | Instance 0
p27820_i0,Total macular volume (left) | Instance 0
p27821_i0,Total macular volume (right) | Instance 0
p27822_i0,Overall average retinal pigment epithelium thickness (left) | Instance 0
p27822_i1,Overall average retinal pigment epithelium thickness (left) | Instance 1
p27823_i0,Overall average retinal pigment epithelium thickness (right) | Instance 0
p27823_i1,Overall average retinal pigment epithelium thickness (right) | Instance 1
p27824_i0,Retinal pigment epithelium thickness at central subfield (left) | Instance 0
p27825_i0,Retinal pigment epithelium thickness at central subfield (right) | Instance 0
p27826_i0,Retinal pigment epithelium thickness at inner inferior subfield (left) | Instance 0
p27827_i0,Retinal pigment epithelium thickness at inner inferior subfield (right) | Instance 0
p27828_i0,Retinal pigment epithelium thickness at inner nasal subfield (left) | Instance 0
p27829_i0,Retinal pigment epithelium thickness at inner nasal subfield (right) | Instance 0
p27830_i0,Retinal pigment epithelium thickness at inner superior subfield (left) | Instance 0
p27831_i0,Retinal pigment epithelium thickness at inner superior subfield (right) | Instance 0
p27832_i0,Retinal pigment epithelium thickness at inner temporal subfield (left) | Instance 0
p27833_i0,Retinal pigment epithelium thickness at inner temporal subfield (right) | Instance 0
p27834_i0,Retinal pigment epithelium thickness at outer inferior subfield (left) | Instance 0
p27835_i0,Retinal pigment epithelium thickness at outer inferior subfield (right) | Instance 0
p27836_i0,Retinal pigment epithelium thickness at outer nasal subfield (left) | Instance 0
p27837_i0,Retinal pigment epithelium thickness at outer nasal subfield (right) | Instance 0
p27838_i0,Retinal pigment epithelium thickness at outer superior subfield (left) | Instance 0
p27839_i0,Retinal pigment epithelium thickness at outer superior subfield (right) | Instance 0
p27840_i0,Retinal pigment epithelium thickness at outer temporal subfield (left) | Instance 0
p27841_i0,Retinal pigment epithelium thickness at outer temporal subfield (right) | Instance 0
p27851_i0,Disc diameter after inverse rank normal transformation (left) | Instance 0
p27851_i1,Disc diameter after inverse rank normal transformation (left) | Instance 1
p27852_i0,Disc diameter after inverse rank normal transformation (right) | Instance 0
p27852_i1,Disc diameter after inverse rank normal transformation (right) | Instance 1
p27853_i0,Mean of vertical disc diameter (left) | Instance 0
p27853_i1,Mean of vertical disc diameter (left) | Instance 1
p27854_i0,Mean of vertical disc diameter (right) | Instance 0
p27854_i1,Mean of vertical disc diameter (right) | Instance 1
p27855_i0,Vertical cup to disc ratio (VCDR) regressed and transformed (left) | Instance 0
p27855_i1,Vertical cup to disc ratio (VCDR) regressed and transformed (left) | Instance 1
p27856_i0,Vertical cup to disc ratio (VCDR) regressed and transformed (right) | Instance 0
p27856_i1,Vertical cup to disc ratio (VCDR) regressed and transformed (right) | Instance 1
p27857_i0,Vertical cup to disc ratio (VCDR) (left) | Instance 0
p27857_i1,Vertical cup to disc ratio (VCDR) (left) | Instance 1
p27858_i0,Vertical cup to disc ratio (VCDR) (right) | Instance 0
p27858_i1,Vertical cup to disc ratio (VCDR) (right) | Instance 1
p27980_i0,Antibody self-test kit device | Instance 0
p27980_i1,Antibody self-test kit device | Instance 1
p27981_i0,Antibody test result | Instance 0
p27981_i1,Antibody test result | Instance 1
p27982_i0,Date antibody test performed | Instance 0
p27982_i1,Date antibody test performed | Instance 1
p27983_i0,Received first COVID-19 vaccination | Instance 0
p27983_i1,Received first COVID-19 vaccination | Instance 1
p27984_i0,Date of first COVID-19 vaccination | Instance 0
p27984_i1,Date of first COVID-19 vaccination | Instance 1
p27985_i0,Received second COVID-19 vaccination | Instance 0
p27985_i1,Received second COVID-19 vaccination | Instance 1
p27986_i0,Date of second COVID-19 vaccination | Instance 0
p27986_i1,Date of second COVID-19 vaccination | Instance 1
p27989_i0,Date test result reported | Instance 0
p27989_i1,Date test result reported | Instance 1
p27990,Antibody test result
p27991,Date antibody test sample analysed
p27992,Date antibody test sample received by laboratory
p27993,Date antibody test kit despatched
p28500_i0,Average retinal nerve fibre layer thickness (left) | Instance 0
p28500_i1,Average retinal nerve fibre layer thickness (left) | Instance 1
p28501_i0,Average retinal nerve fibre layer thickness (right) | Instance 0
p28501_i1,Average retinal nerve fibre layer thickness (right) | Instance 1
p28502_i0,Average inner nuclear layer thickness (left) | Instance 0
p28502_i1,Average inner nuclear layer thickness (left) | Instance 1
p28503_i0,Average inner nuclear layer thickness (right) | Instance 0
p28503_i1,Average inner nuclear layer thickness (right) | Instance 1
p28504_i0,Average ganglion cell-inner plexiform layer thickness (left) | Instance 0
p28504_i1,Average ganglion cell-inner plexiform layer thickness (left) | Instance 1
p28505_i0,Average ganglion cell-inner plexiform layer thickness (right) | Instance 0
p28505_i1,Average ganglion cell-inner plexiform layer thickness (right) | Instance 1
p28506_i0,INL-ELM thickness of the central subfield (left) | Instance 0
p28506_i1,INL-ELM thickness of the central subfield (left) | Instance 1
p28507_i0,INL-ELM thickness of the central subfield (right) | Instance 0
p28507_i1,INL-ELM thickness of the central subfield (right) | Instance 1
p28508_i0,INL-ELM thickness of the inner subfield (left) | Instance 0
p28508_i1,INL-ELM thickness of the inner subfield (left) | Instance 1
p28509_i0,INL-ELM thickness of the inner subfield (right) | Instance 0
p28509_i1,INL-ELM thickness of the inner subfield (right) | Instance 1
p28510_i0,INL-ELM thickness of the outer subfield (left) | Instance 0
p28510_i1,INL-ELM thickness of the outer subfield (left) | Instance 1
p28511_i0,INL-ELM thickness of the outer subfield (right) | Instance 0
p28511_i1,INL-ELM thickness of the outer subfield (right) | Instance 1
p28512_i0,Average INL-ELM thickness (left) | Instance 0
p28512_i1,Average INL-ELM thickness (left) | Instance 1
p28513_i0,Average INL-ELM thickness (right) | Instance 0
p28513_i1,Average INL-ELM thickness (right) | Instance 1
p28514_i0,ELM-ISOS thickness of central subfield (left) | Instance 0
p28514_i1,ELM-ISOS thickness of central subfield (left) | Instance 1
p28515_i0,ELM-ISOS thickness of central subfield (right) | Instance 0
p28515_i1,ELM-ISOS thickness of central subfield (right) | Instance 1
p28516_i0,ELM-ISOS thickness of inner subfield (left) | Instance 0
p28516_i1,ELM-ISOS thickness of inner subfield (left) | Instance 1
p28517_i0,ELM-ISOS thickness of inner subfield (right) | Instance 0
p28517_i1,ELM-ISOS thickness of inner subfield (right) | Instance 1
p28518_i0,ELM-ISOS thickness of outer subfield (left) | Instance 0
p28518_i1,ELM-ISOS thickness of outer subfield (left) | Instance 1
p28519_i0,ELM-ISOS thickness of outer subfield (right) | Instance 0
p28519_i1,ELM-ISOS thickness of outer subfield (right) | Instance 1
p28520_i0,Average ELM-ISOS thickness (left) | Instance 0
p28520_i1,Average ELM-ISOS thickness (left) | Instance 1
p28521_i0,Average ELM-ISOS thickness (right) | Instance 0
p28521_i1,Average ELM-ISOS thickness (right) | Instance 1
p28522_i0,ISOS-RPE thickness of central subfield (left) | Instance 0
p28522_i1,ISOS-RPE thickness of central subfield (left) | Instance 1
p28523_i0,ISOS-RPE thickness of central subfield (right) | Instance 0
p28523_i1,ISOS-RPE thickness of central subfield (right) | Instance 1
p28524_i0,ISOS-RPE thickness of inner subfield (left) | Instance 0
p28524_i1,ISOS-RPE thickness of inner subfield (left) | Instance 1
p28525_i0,ISOS-RPE thickness of inner subfield (right) | Instance 0
p28525_i1,ISOS-RPE thickness of inner subfield (right) | Instance 1
p28526_i0,ISOS-RPE thickness of outer subfield (left) | Instance 0
p28526_i1,ISOS-RPE thickness of outer subfield (left) | Instance 1
p28527_i0,ISOS-RPE thickness of outer subfield (right) | Instance 0
p28527_i1,ISOS-RPE thickness of outer subfield (right) | Instance 1
p28528_i0,Average ISOS-RPE thickness (left) | Instance 0
p28528_i1,Average ISOS-RPE thickness (left) | Instance 1
p28529_i0,Average ISOS-RPE thickness (right) | Instance 0
p28529_i1,Average ISOS-RPE thickness (right) | Instance 1
p28530_i0,INL-RPE thickness of central subfield (left) | Instance 0
p28530_i1,INL-RPE thickness of central subfield (left) | Instance 1
p28531_i0,INL-RPE thickness of central subfield (right) | Instance 0
p28531_i1,INL-RPE thickness of central subfield (right) | Instance 1
p28532_i0,INL-RPE thickness of inner subfield (left) | Instance 0
p28532_i1,INL-RPE thickness of inner subfield (left) | Instance 1
p28533_i0,INL-RPE thickness of inner subfield (right) | Instance 0
p28533_i1,INL-RPE thickness of inner subfield (right) | Instance 1
p28534_i0,INL-RPE thickness of outer subfield (left) | Instance 0
p28534_i1,INL-RPE thickness of outer subfield (left) | Instance 1
p28535_i0,INL-RPE thickness of outer subfield (right) | Instance 0
p28535_i1,INL-RPE thickness of outer subfield (right) | Instance 1
p28536_i0,Average INL-RPE thickness (left) | Instance 0
p28536_i1,Average INL-RPE thickness (left) | Instance 1
p28537_i0,Average INL-RPE thickness (right) | Instance 0
p28537_i1,Average INL-RPE thickness (right) | Instance 1
p28538_i0,QC - Macula center frame (left) | Instance 0
p28538_i1,QC - Macula center frame (left) | Instance 1
p28539_i0,QC - Macula center frame (right) | Instance 0
p28539_i1,QC - Macula center frame (right) | Instance 1
p28540_i0,QC - Macula center aline (left) | Instance 0
p28540_i1,QC - Macula center aline (left) | Instance 1
p28541_i0,QC - Macula center aline (right) | Instance 0
p28541_i1,QC - Macula center aline (right) | Instance 1
p28542_i0,QC - ILM indicator (left) | Instance 0
p28542_i1,QC - ILM indicator (left) | Instance 1
p28543_i0,QC - ILM indicator (right) | Instance 0
p28543_i1,QC - ILM indicator (right) | Instance 1
p28544_i0,QC - Valid count (left) | Instance 0
p28544_i1,QC - Valid count (left) | Instance 1
p28545_i0,QC - Valid count (right) | Instance 0
p28545_i1,QC - Valid count (right) | Instance 1
p28546_i0,QC - Min motion correlation (left) | Instance 0
p28546_i1,QC - Min motion correlation (left) | Instance 1
p28547_i0,QC - Min motion correlation (right) | Instance 0
p28547_i1,QC - Min motion correlation (right) | Instance 1
p28548_i0,QC - Max motion delta (left) | Instance 0
p28548_i1,QC - Max motion delta (left) | Instance 1
p28549_i0,QC - Max motion delta (right) | Instance 0
p28549_i1,QC - Max motion delta (right) | Instance 1
p28550_i0,QC - Max motion factor (left) | Instance 0
p28550_i1,QC - Max motion factor (left) | Instance 1
p28551_i0,QC - Max motion factor (right) | Instance 0
p28551_i1,QC - Max motion factor (right) | Instance 1
p28552_i0,QC - Image quality (left) | Instance 0
p28552_i1,QC - Image quality (left) | Instance 1
p28553_i0,QC - Image quality (right) | Instance 0
p28553_i1,QC - Image quality (right) | Instance 1
p30000_i0,White blood cell (leukocyte) count | Instance 0
p30000_i1,White blood cell (leukocyte) count | Instance 1
p30000_i2,White blood cell (leukocyte) count | Instance 2
p30001_i0,White blood cell (leukocyte) count freeze-thaw cycles | Instance 0
p30002_i0,White blood cell (leukocyte) count acquisition time | Instance 0
p30002_i1,White blood cell (leukocyte) count acquisition time | Instance 1
p30002_i2,White blood cell (leukocyte) count acquisition time | Instance 2
p30003_i0,White blood cell (leukocyte) count device ID | Instance 0
p30003_i1,White blood cell (leukocyte) count device ID | Instance 1
p30003_i2,White blood cell (leukocyte) count device ID | Instance 2
p30004_i0,White blood cell (leukocyte) count acquisition route | Instance 0
p30004_i1,White blood cell (leukocyte) count acquisition route | Instance 1
p30004_i2,White blood cell (leukocyte) count acquisition route | Instance 2
p30010_i0,Red blood cell (erythrocyte) count | Instance 0
p30010_i1,Red blood cell (erythrocyte) count | Instance 1
p30010_i2,Red blood cell (erythrocyte) count | Instance 2
p30011_i0,Red blood cell (erythrocyte) count freeze-thaw cycles | Instance 0
p30012_i0,Red blood cell (erythrocyte) count acquisition time | Instance 0
p30012_i1,Red blood cell (erythrocyte) count acquisition time | Instance 1
p30012_i2,Red blood cell (erythrocyte) count acquisition time | Instance 2
p30013_i0,Red blood cell (erythrocyte) count device ID | Instance 0
p30013_i1,Red blood cell (erythrocyte) count device ID | Instance 1
p30013_i2,Red blood cell (erythrocyte) count device ID | Instance 2
p30014_i0,Red blood cell (erythrocyte) count acquisition route | Instance 0
p30014_i1,Red blood cell (erythrocyte) count acquisition route | Instance 1
p30014_i2,Red blood cell (erythrocyte) count acquisition route | Instance 2
p30020_i0,Haemoglobin concentration | Instance 0
p30020_i1,Haemoglobin concentration | Instance 1
p30020_i2,Haemoglobin concentration | Instance 2
p30021_i0,Haemoglobin concentration freeze-thaw cycles | Instance 0
p30022_i0,Haemoglobin concentration acquisition time | Instance 0
p30022_i1,Haemoglobin concentration acquisition time | Instance 1
p30022_i2,Haemoglobin concentration acquisition time | Instance 2
p30023_i0,Haemoglobin concentration device ID | Instance 0
p30023_i1,Haemoglobin concentration device ID | Instance 1
p30023_i2,Haemoglobin concentration device ID | Instance 2
p30024_i0,Haemoglobin concentration acquisition route | Instance 0
p30024_i1,Haemoglobin concentration acquisition route | Instance 1
p30024_i2,Haemoglobin concentration acquisition route | Instance 2
p30030_i0,Haematocrit percentage | Instance 0
p30030_i1,Haematocrit percentage | Instance 1
p30030_i2,Haematocrit percentage | Instance 2
p30031_i0,Haematocrit freeze-thaw cycles | Instance 0
p30032_i0,Haematocrit acquisition time | Instance 0
p30032_i1,Haematocrit acquisition time | Instance 1
p30032_i2,Haematocrit acquisition time | Instance 2
p30033_i0,Haematocrit percentage device ID | Instance 0
p30033_i1,Haematocrit percentage device ID | Instance 1
p30033_i2,Haematocrit percentage device ID | Instance 2
p30034_i0,Haematocrit percentage acquisition route | Instance 0
p30034_i1,Haematocrit percentage acquisition route | Instance 1
p30034_i2,Haematocrit percentage acquisition route | Instance 2
p30040_i0,Mean corpuscular volume | Instance 0
p30040_i1,Mean corpuscular volume | Instance 1
p30040_i2,Mean corpuscular volume | Instance 2
p30041_i0,Mean corpuscular volume freeze-thaw cycles | Instance 0
p30042_i0,Mean corpuscular volume acquisition time | Instance 0
p30042_i1,Mean corpuscular volume acquisition time | Instance 1
p30042_i2,Mean corpuscular volume acquisition time | Instance 2
p30043_i0,Mean corpuscular volume device ID | Instance 0
p30043_i1,Mean corpuscular volume device ID | Instance 1
p30043_i2,Mean corpuscular volume device ID | Instance 2
p30044_i0,Mean corpuscular volume acquisition route | Instance 0
p30044_i1,Mean corpuscular volume acquisition route | Instance 1
p30044_i2,Mean corpuscular volume acquisition route | Instance 2
p30050_i0,Mean corpuscular haemoglobin | Instance 0
p30050_i1,Mean corpuscular haemoglobin | Instance 1
p30050_i2,Mean corpuscular haemoglobin | Instance 2
p30051_i0,Mean corpuscular haemoglobin freeze-thaw cycles | Instance 0
p30052_i0,Mean corpuscular haemoglobin acquisition time | Instance 0
p30052_i1,Mean corpuscular haemoglobin acquisition time | Instance 1
p30052_i2,Mean corpuscular haemoglobin acquisition time | Instance 2
p30053_i0,Mean corpuscular haemoglobin device ID | Instance 0
p30053_i1,Mean corpuscular haemoglobin device ID | Instance 1
p30053_i2,Mean corpuscular haemoglobin device ID | Instance 2
p30054_i0,Mean corpuscular haemoglobin acquisition route | Instance 0
p30054_i1,Mean corpuscular haemoglobin acquisition route | Instance 1
p30054_i2,Mean corpuscular haemoglobin acquisition route | Instance 2
p30060_i0,Mean corpuscular haemoglobin concentration | Instance 0
p30060_i1,Mean corpuscular haemoglobin concentration | Instance 1
p30060_i2,Mean corpuscular haemoglobin concentration | Instance 2
p30061_i0,Mean corpuscular haemoglobin concentration freeze-thaw cycles | Instance 0
p30062_i0,Mean corpuscular haemoglobin concentration acquisition time | Instance 0
p30062_i1,Mean corpuscular haemoglobin concentration acquisition time | Instance 1
p30062_i2,Mean corpuscular haemoglobin concentration acquisition time | Instance 2
p30063_i0,Mean corpuscular haemoglobin concentration device ID | Instance 0
p30063_i1,Mean corpuscular haemoglobin concentration device ID | Instance 1
p30063_i2,Mean corpuscular haemoglobin concentration device ID | Instance 2
p30064_i0,Mean corpuscular haemoglobin concentration acquisition route | Instance 0
p30064_i1,Mean corpuscular haemoglobin concentration acquisition route | Instance 1
p30064_i2,Mean corpuscular haemoglobin concentration acquisition route | Instance 2
p30070_i0,Red blood cell (erythrocyte) distribution width | Instance 0
p30070_i1,Red blood cell (erythrocyte) distribution width | Instance 1
p30070_i2,Red blood cell (erythrocyte) distribution width | Instance 2
p30071_i0,Red blood cell (erythrocyte) distribution width freeze-thaw cycles | Instance 0
p30072_i0,Red blood cell (erythrocyte) distribution width acquisition time | Instance 0
p30072_i1,Red blood cell (erythrocyte) distribution width acquisition time | Instance 1
p30072_i2,Red blood cell (erythrocyte) distribution width acquisition time | Instance 2
p30073_i0,Red blood cell (erythrocyte) distribution width device ID | Instance 0
p30073_i1,Red blood cell (erythrocyte) distribution width device ID | Instance 1
p30073_i2,Red blood cell (erythrocyte) distribution width device ID | Instance 2
p30074_i0,Red blood cell (erythrocyte) distribution width acquisition route | Instance 0
p30074_i1,Red blood cell (erythrocyte) distribution width acquisition route | Instance 1
p30074_i2,Red blood cell (erythrocyte) distribution width acquisition route | Instance 2
p30080_i0,Platelet count | Instance 0
p30080_i1,Platelet count | Instance 1
p30080_i2,Platelet count | Instance 2
p30081_i0,Platelet count freeze-thaw cycles | Instance 0
p30082_i0,Platelet count acquisition time | Instance 0
p30082_i1,Platelet count acquisition time | Instance 1
p30082_i2,Platelet count acquisition time | Instance 2
p30083_i0,Platelet count device ID | Instance 0
p30083_i1,Platelet count device ID | Instance 1
p30083_i2,Platelet count device ID | Instance 2
p30084_i0,Platelet count acquisition route | Instance 0
p30084_i1,Platelet count acquisition route | Instance 1
p30084_i2,Platelet count acquisition route | Instance 2
p30090_i0,Platelet crit | Instance 0
p30090_i1,Platelet crit | Instance 1
p30090_i2,Platelet crit | Instance 2
p30091_i0,Platelet crit freeze-thaw cycles | Instance 0
p30092_i0,Platelet crit acquisition time | Instance 0
p30092_i1,Platelet crit acquisition time | Instance 1
p30092_i2,Platelet crit acquisition time | Instance 2
p30093_i0,Platelet crit device ID | Instance 0
p30093_i1,Platelet crit device ID | Instance 1
p30093_i2,Platelet crit device ID | Instance 2
p30094_i0,Platelet crit acquisition route | Instance 0
p30094_i1,Platelet crit acquisition route | Instance 1
p30094_i2,Platelet crit acquisition route | Instance 2
p30100_i0,Mean platelet (thrombocyte) volume | Instance 0
p30100_i1,Mean platelet (thrombocyte) volume | Instance 1
p30100_i2,Mean platelet (thrombocyte) volume | Instance 2
p30101_i0,Mean platelet (thrombocyte) volume freeze-thaw cycles | Instance 0
p30102_i0,Mean platelet (thrombocyte) volume acquisition time | Instance 0
p30102_i1,Mean platelet (thrombocyte) volume acquisition time | Instance 1
p30102_i2,Mean platelet (thrombocyte) volume acquisition time | Instance 2
p30103_i0,Mean platelet (thrombocyte) volume device ID | Instance 0
p30103_i1,Mean platelet (thrombocyte) volume device ID | Instance 1
p30103_i2,Mean platelet (thrombocyte) volume device ID | Instance 2
p30104_i0,Mean platelet (thrombocyte) volume acquisition route | Instance 0
p30104_i1,Mean platelet (thrombocyte) volume acquisition route | Instance 1
p30104_i2,Mean platelet (thrombocyte) volume acquisition route | Instance 2
p30110_i0,Platelet distribution width | Instance 0
p30110_i1,Platelet distribution width | Instance 1
p30110_i2,Platelet distribution width | Instance 2
p30111_i0,Platelet distribution width freeze-thaw cycles | Instance 0
p30112_i0,Platelet distribution width acquisition time | Instance 0
p30112_i1,Platelet distribution width acquisition time | Instance 1
p30112_i2,Platelet distribution width acquisition time | Instance 2
p30113_i0,Platelet distribution width device ID | Instance 0
p30113_i1,Platelet distribution width device ID | Instance 1
p30113_i2,Platelet distribution width device ID | Instance 2
p30114_i0,Platelet distribution width acquisition route | Instance 0
p30114_i1,Platelet distribution width acquisition route | Instance 1
p30114_i2,Platelet distribution width acquisition route | Instance 2
p30120_i0,Lymphocyte count | Instance 0
p30120_i1,Lymphocyte count | Instance 1
p30120_i2,Lymphocyte count | Instance 2
p30121_i0,Lymphocyte count freeze-thaw cycles | Instance 0
p30122_i0,Lymphocyte count acquisition time | Instance 0
p30122_i1,Lymphocyte count acquisition time | Instance 1
p30122_i2,Lymphocyte count acquisition time | Instance 2
p30123_i0,Lymphocyte count device ID | Instance 0
p30123_i1,Lymphocyte count device ID | Instance 1
p30123_i2,Lymphocyte count device ID | Instance 2
p30124_i0,Lymphocyte count acquisition route | Instance 0
p30124_i1,Lymphocyte count acquisition route | Instance 1
p30124_i2,Lymphocyte count acquisition route | Instance 2
p30130_i0,Monocyte count | Instance 0
p30130_i1,Monocyte count | Instance 1
p30130_i2,Monocyte count | Instance 2
p30131_i0,Monocyte count freeze-thaw cycles | Instance 0
p30132_i0,Monocyte count acquisition time | Instance 0
p30132_i1,Monocyte count acquisition time | Instance 1
p30132_i2,Monocyte count acquisition time | Instance 2
p30133_i0,Monocyte count device ID | Instance 0
p30133_i1,Monocyte count device ID | Instance 1
p30133_i2,Monocyte count device ID | Instance 2
p30134_i0,Monocyte count acquisition route | Instance 0
p30134_i1,Monocyte count acquisition route | Instance 1
p30134_i2,Monocyte count acquisition route | Instance 2
p30140_i0,Neutrophill count | Instance 0
p30140_i1,Neutrophill count | Instance 1
p30140_i2,Neutrophill count | Instance 2
p30141_i0,Neutrophill count freeze-thaw cycles | Instance 0
